Program Time [s],data 0
119.672,45
119.868,45
120.09,45
120.311,45
120.491,46
120.745,46
120.978,46
121.171,46
121.347,46
121.568,47
121.789,47
122.002,47
122.236,47
122.445,48
122.617,48
122.826,48
123.018,48
123.268,48
123.493,49
123.645,49
123.862,49
124.083,49
124.304,49
124.476,50
124.73,50
124.959,50
125.16,50
125.34,50
125.561,51
125.783,51
125.991,51
126.229,51
126.442,52
126.614,52
126.819,52
127.011,52
127.261,52
127.482,53
127.671,53
127.851,53
128.076,53
128.297,53
128.498,54
128.74,54
128.965,54
129.161,54
129.334,54
129.555,55
129.776,55
129.997,55
130.165,55
130.366,56
130.587,56
130.812,56
131.013,56
131.254,56
131.476,57
131.688,57
131.869,57
132.069,57
132.291,57
132.512,58
132.667,58
132.88,58
133.102,58
133.323,58
133.536,59
133.769,59
133.99,59
134.187,59
134.379,60
134.879,60
135.403,61
135.903,61
136.427,62
358.359,1438.8
358.4,431.4
358.436,401.25
358.477,383.55
358.518,386.55
358.555,370.15
358.596,348.25
358.637,327.2
358.674,288.5
358.715,263.1
358.756,238.3
358.793,221.45
358.834,240.75
358.875,243.45
358.911,242.15
358.952,256.5
358.993,361.95
359.03,284.15
359.071,276.95
359.112,301.55
359.149,319.05
359.19,335.65
359.231,344.2
359.268,341.8
359.309,344.75
359.35,364.75
359.387,376.35
359.428,390.35
359.469,415.15
359.509,459
359.546,439.55
359.587,421.55
359.628,429.55
359.665,419.4
359.706,403.25
359.747,382.85
359.784,368.05
359.825,422
359.866,393.7
359.903,361.5
359.944,379.95
359.985,381.55
360.021,410.85
360.062,414.9
360.103,399.2
360.14,383.45
360.181,345
360.222,324.8
360.259,319.25
360.3,317.95
360.341,288.6
360.378,306.45
360.419,296.6
360.46,264.4
360.497,253.05
360.537,270.45
360.578,246.15
360.615,256.2
360.656,355
360.697,250.4
360.734,258.1
360.775,255.15
360.816,266.85
360.853,299.1
360.894,312.95
360.935,303.7
360.976,294.75
361.013,320
361.054,342.5
361.094,363.5
361.131,377.5
361.172,384.5
361.213,394.6
361.25,393.6
361.291,416.15
361.332,416
361.369,403.35
361.41,436.3
361.451,428.75
361.488,382.45
361.529,369.6
361.57,358.85
361.606,361.75
361.647,376.45
361.688,375.45
361.725,354.25
361.766,327.45
361.807,333
361.844,310.7
361.885,295.25
361.926,285.05
361.963,295.85
362.004,290.45
362.045,290.5
362.082,315.85
362.122,345.3
362.163,346.2
362.2,362.2
362.241,513.85
362.282,410.3
362.323,424.05
362.36,449.65
362.401,660.6
362.442,683.85
362.479,684.45
362.52,680
362.561,677.45
362.598,637.1
362.639,605.55
362.68,558.1
362.716,488.4
362.757,414.65
362.798,337.35
362.835,268.55
362.876,213.85
362.917,171.9
362.954,130
362.995,150.65
363.036,312.55
363.073,129.4
363.114,141.1
363.155,152.2
363.191,189.6
363.232,195.45
363.273,237.65
363.31,225.2
363.351,222
363.392,206.4
363.429,215.75
363.47,225.25
363.511,234.7
363.548,233.4
363.589,239.9
363.63,257.45
363.667,285.8
363.708,297.25
363.748,329.75
363.785,438.1
363.826,350.45
363.867,334.4
363.904,363.8
363.945,369.7
363.986,370.35
364.027,391.05
364.064,378.4
364.105,341.5
364.146,333.9
364.183,336.85
364.224,356.4
364.265,361.05
364.301,348.6
364.342,350.95
364.383,340.9
364.42,349.25
364.461,355.85
364.502,363.35
364.539,346.35
364.58,369.25
364.621,472.6
364.658,349
364.699,351.3
364.74,360.95
364.776,391.3
364.817,416.25
364.858,417.45
364.895,398.05
364.936,382.65
364.977,380.8
365.014,384.9
365.055,388.95
365.096,397.75
365.133,415.95
365.174,408.3
365.215,409.5
365.252,409.9
365.293,400.4
365.333,398.8
365.374,361.55
365.411,360.95
365.452,549.3
365.493,325.85
365.53,315.5
365.571,311.65
365.612,326.7
365.649,332.1
365.69,324.3
365.731,304.95
365.768,292.35
365.809,276.1
365.85,284.25
365.886,284.6
365.927,263.05
365.968,269.5
366.005,262.25
366.046,244.05
366.087,224.3
366.124,215.6
366.165,215.75
366.206,202.45
366.243,193.1
366.284,343.5
366.325,210.15
366.361,227.5
366.402,255.15
366.443,282.7
366.48,307.05
366.521,339.45
366.562,349.15
366.599,340.1
366.64,351.65
366.681,374.3
366.722,395
366.759,417.8
366.8,447.1
366.841,453.9
366.878,466.45
366.918,455.25
366.959,468
366.996,467.2
367.037,478.3
367.078,453.1
367.115,441.45
367.156,574.4
367.197,404.5
367.234,385.85
367.275,394.3
367.316,386.9
367.353,390.55
367.394,373.15
367.435,337.85
367.472,319.1
367.512,318.25
367.553,329.3
367.59,318.5
367.631,302.25
367.672,282.35
367.709,287.45
367.75,316.9
367.791,301.6
367.828,325.95
367.869,337.1
367.91,339.1
367.947,303.3
367.987,344.1
368.028,239.6
368.065,203.95
368.106,248.85
368.147,270.05
368.188,275.05
368.225,325.1
368.266,341.6
368.307,324.45
368.344,313.4
368.385,316.55
368.426,315.75
368.463,301.65
368.504,286.65
368.544,309.4
368.581,303.05
368.622,323.5
368.663,335.35
368.7,350.6
368.741,329.9
368.782,317.6
368.819,456.2
368.86,311.8
368.901,313.25
368.938,322.95
368.979,345.05
369.02,378.3
369.056,402.7
369.097,390.35
369.138,358.25
369.175,337.1
369.216,328.15
369.257,324.3
369.294,327
369.335,321.05
369.376,326.4
369.413,324.85
369.454,322.2
369.495,350
369.536,369.4
369.573,358.75
369.613,359.35
369.654,522.65
369.691,382.3
369.732,392.15
369.773,413.95
369.81,419.55
369.851,435
369.892,446.65
369.929,422.55
369.97,405.4
370.011,393.4
370.048,378.25
370.089,375.65
370.13,395
370.166,405.4
370.207,396.85
370.248,402.35
370.285,366.55
370.326,361.15
370.367,340.95
370.404,332.35
370.445,486.35
370.486,319.45
370.523,325.75
370.564,337.35
370.605,352.25
370.641,367.8
370.682,371.25
370.723,386.25
370.76,398.85
370.801,403.5
370.842,372.6
370.883,286.4
370.92,251.9
370.961,277.25
371.002,240.35
371.039,258.1
371.08,295.15
371.121,311.15
371.158,321.95
371.198,431.4
371.239,360.85
371.276,359.8
371.317,362.05
371.358,364.1
371.395,359
371.436,398.95
371.477,398.1
371.514,374.05
371.555,335.45
371.596,348.25
371.633,354.7
371.674,370.95
371.715,349.45
371.751,329.2
371.792,325.4
371.833,313.85
371.87,293.45
371.911,260.15
371.952,231.4
371.989,344.55
372.03,221.35
372.071,236.55
372.108,274.05
372.149,296.25
372.19,321.95
372.226,286.35
372.267,244.4
372.308,220.7
372.349,245.1
372.386,270.4
372.427,257.65
372.468,249
372.505,263.05
372.546,286
372.587,332.65
372.624,430.4
372.665,484.1
372.706,534.9
372.743,608.2
372.784,666.95
372.824,601.4
372.861,578.95
372.902,554
372.943,488.45
372.98,452.95
373.021,412.65
373.062,347.85
373.099,300.3
373.14,255.7
373.181,240.7
373.218,236.3
373.259,231.05
373.3,235.8
373.336,253.45
373.377,307.9
373.418,339.1
373.455,363.8
373.496,350.9
373.537,350.15
373.574,493.45
373.615,333.95
373.656,321.05
373.693,314.9
373.734,335.95
373.775,344.4
373.816,369.3
373.852,332.1
373.893,210.5
373.93,59.95
373.971,12.35
374.012,24.2
374.049,50.8
374.09,113.35
374.131,162.3
374.172,193
374.209,243.95
374.25,285.15
374.291,303.9
374.328,309.85
374.369,455.5
374.409,303.2
374.446,335.7
374.487,350
374.528,386.35
374.565,409.6
374.606,420.55
374.647,413.8
374.684,387.9
374.725,396.55
374.766,374.1
374.803,384.1
374.844,380.05
374.885,395.2
374.921,380.35
374.962,395
375.003,390.45
375.04,399.5
375.081,440.15
375.122,566.6
375.159,447.6
375.2,444.05
375.241,460.8
375.278,448.2
375.319,444.15
375.36,472.05
375.397,483.35
375.437,460.55
375.478,450.3
375.519,422.8
375.556,394.2
375.597,371.95
375.638,344.6
375.675,327.75
375.716,300.95
375.757,245.95
375.794,211.65
375.835,189.5
375.876,220.7
375.913,235.95
375.953,189.65
375.994,185.55
376.031,181.35
376.072,207.45
376.113,211.9
376.15,245.45
376.191,248.2
376.232,261.55
376.269,301.75
376.31,329.4
376.351,326.35
376.388,324.6
376.429,344.55
376.47,354.35
376.506,365.7
376.547,400.3
376.588,420.65
376.625,422.95
376.666,413.1
376.707,524.55
376.744,387.15
376.785,375.7
376.826,369.8
376.863,381.7
376.904,365.4
376.945,365.25
376.986,353.5
377.022,342
377.063,334.2
377.104,337.1
377.141,364.25
377.182,358.6
377.223,395.1
377.26,404
377.301,403.4
377.342,394.45
377.379,406.5
377.42,419.55
377.461,406.1
377.498,375.95
377.539,492.95
377.579,370.15
377.616,347.15
377.657,335.85
377.698,292.35
377.735,263.9
377.776,252.6
377.817,259.85
377.854,300.2
377.895,353.1
377.936,401.25
377.973,431.25
378.014,442.35
378.055,449.45
378.091,432
378.132,398
378.173,348.4
378.21,318.55
378.251,297.15
378.292,253.85
378.333,227.75
378.37,293.15
378.411,198.8
378.452,216.1
378.489,182.1
378.53,181.45
378.571,203.9
378.608,220.45
378.648,229.25
378.689,269
378.726,321.85
378.767,365.6
378.808,301.3
378.845,280.15
378.886,295.2
378.927,288.4
378.964,317.95
379.005,354
379.046,373
379.083,398.6
379.124,402.15
379.164,477.25
379.201,399.55
379.242,420.85
379.283,431
379.32,417.2
379.361,452.4
379.402,479.95
379.439,482.35
379.48,448.55
379.521,436.55
379.558,427.1
379.599,424.75
379.64,400
379.676,389.6
379.717,380.75
379.758,361.6
379.795,371.8
379.836,361.9
379.877,358.1
379.918,320.75
379.955,349.95
379.996,303.8
380.037,304.85
380.074,317.8
380.115,323.1
380.156,317.4
380.193,341.5
380.233,326.1
380.274,287.6
380.311,276.7
380.352,288.1
380.393,314.35
380.43,349.85
380.471,412.25
380.512,459.85
380.549,495.65
380.59,477.5
380.631,469.2
380.668,433.75
380.709,395.15
380.75,537.9
380.786,391.35
380.827,388.6
380.868,399.65
380.905,439.5
380.946,441.85
380.987,470.85
381.024,442.3
381.065,414.1
381.106,373.3
381.143,355.15
381.184,334.9
381.225,309.05
381.266,288.8
381.302,283.75
381.343,281.2
381.384,234.1
381.421,177.4
381.462,195
381.503,191.5
381.54,134.85
381.581,110.65
381.622,148.65
381.659,204.05
381.7,246.35
381.741,299.4
381.778,314.95
381.819,310.15
381.859,340.25
381.896,351
381.937,345.8
381.978,351.95
382.015,354.55
382.056,357.55
382.097,360.9
382.134,359.05
382.175,405.85
382.216,376.05
382.253,375.45
382.294,396.65
382.335,392.15
382.371,423.3
382.412,439
382.453,440.5
382.49,391.95
382.531,378.7
382.572,358.45
382.609,361.65
382.65,351.4
382.691,354.15
382.732,349.95
382.769,350.2
382.81,345.25
382.851,344.95
382.887,498.7
382.928,328.75
382.969,331.45
383.006,331.7
383.047,330.1
383.088,349.95
383.125,357.3
383.166,345.7
383.207,323.1
383.244,317.6
383.285,324.85
383.326,305.7
383.363,349.3
383.404,368.85
383.444,357.35
383.481,351.95
383.522,335.75
383.563,283.1
383.6,214.25
383.641,217.9
383.682,251.15
383.719,196.7
383.76,206
383.801,260.85
383.838,273.95
383.879,305.7
383.92,312.1
383.956,332.9
383.997,333.7
384.038,339.6
384.079,316.55
384.116,339.15
384.157,338.1
384.198,351.3
384.235,378.65
384.276,373.35
384.317,373.05
384.354,367.55
384.395,353.85
384.436,396.95
384.472,368.35
384.513,347.2
384.554,365.5
392.402,1325.6
392.443,316.45
392.479,336.1
392.52,322.95
392.561,319.1
392.598,289.35
392.639,283.8
392.68,268.75
392.717,272.2
392.758,275.15
392.799,291.35
392.836,309.65
392.877,313
392.918,348.85
392.955,355.9
392.996,333.4
393.036,343.9
393.073,327.85
393.114,352.45
393.155,355.65
393.192,333.5
393.233,302.35
393.274,292.2
393.315,305.2
393.352,311.05
393.393,313.4
393.434,329.8
393.471,337.3
393.512,309.65
393.553,319.35
393.589,434.75
393.63,313.3
393.671,315.15
393.708,320.35
393.749,333.5
393.79,349.8
393.827,356.1
393.868,354.3
393.909,357.45
393.946,387.6
393.987,412
394.028,444.1
394.065,425.35
394.105,440.65
394.146,430.1
394.183,421.9
394.224,413.5
394.265,376.6
394.302,369.4
394.343,459.55
394.384,336.15
394.421,327.55
394.462,322.45
394.503,323.55
394.54,313.95
394.581,324.8
394.622,317.9
394.662,293.75
394.699,294.75
394.74,283.6
394.781,308.85
394.818,321.35
394.859,329.15
394.9,324.95
394.937,336.05
394.978,338.85
395.019,330.1
395.056,322.05
395.097,318.4
395.138,301.55
395.174,294.55
395.215,283.3
395.256,268.1
395.293,384.65
395.334,219.2
395.375,231.65
395.412,250.3
395.453,256.3
395.494,303.6
395.531,331.6
395.572,349.15
395.613,356
395.65,422.1
395.691,451.45
395.731,463.4
395.768,516.8
395.809,528.55
395.85,514.8
395.887,517.45
395.928,508.55
395.969,512.2
396.006,507.6
396.047,488.95
396.088,496.5
396.129,467.85
396.166,455.35
396.207,449.85
396.247,388.6
396.284,377.65
396.325,372.3
396.366,375.55
396.403,385
396.444,374.05
396.485,335.55
396.522,293.3
396.563,268.85
396.604,256.45
396.641,242.65
396.682,221.9
396.723,212.15
396.759,222.65
396.8,235
396.841,250.8
396.878,267.3
396.919,293.5
396.96,303.1
396.997,330.1
397.038,358.6
397.079,352.15
397.116,354.7
397.157,353.65
397.198,362.5
397.235,384.35
397.276,402.8
397.316,376.35
397.353,380.85
397.394,363.9
397.435,335.3
397.472,306.5
397.513,279.8
397.554,233.15
397.595,213.55
397.632,217.05
397.673,234.6
397.714,228.8
397.751,377.4
397.792,261.1
397.832,280.6
397.869,297.1
397.91,316
397.951,337.15
397.988,359.1
398.029,357.15
398.07,349.9
398.107,356.45
398.148,359.95
398.189,364.45
398.226,366.25
398.267,371.85
398.308,379.7
398.344,379.5
398.385,382.9
398.426,552
398.463,377.8
398.504,381.95
398.545,387.4
398.582,387.05
398.623,401.65
398.664,395.7
398.701,376.65
398.742,348.25
398.783,357.05
398.82,358.3
398.861,355.55
398.901,358.65
398.942,356.25
398.979,349.35
399.02,355.3
399.061,343.1
399.098,333.55
399.139,480.85
399.18,328
399.217,341.95
399.258,317.85
399.299,300.35
399.336,308.2
399.377,309.65
399.418,294.3
399.454,275.35
399.495,289.5
399.536,294.45
399.573,315.55
399.614,335.05
399.655,365.55
399.692,357.15
399.733,340.85
399.774,402.15
399.811,371
399.852,354.85
399.893,389.5
399.93,408.4
399.97,391.75
400.011,392.1
400.048,405.4
400.089,384.3
400.13,372.7
400.167,368.65
400.208,365
400.249,364.65
400.29,351.7
400.327,356.45
400.368,335.45
400.409,329
400.446,338.4
400.487,314.6
400.527,244.6
400.564,231.85
400.605,238.25
400.646,257.85
400.683,323.65
400.724,341.5
400.765,361.45
400.802,368.1
400.843,389.05
400.884,417.3
400.921,410.6
400.962,400.5
401.003,380.75
401.039,368.1
401.08,375.25
401.121,365.3
401.158,372.15
401.199,524
401.24,384.5
401.277,385.45
401.318,395.75
401.359,417.9
401.396,414.25
401.437,405.1
401.478,387.15
401.515,347.4
401.555,336.35
401.596,332.6
401.633,321.75
401.674,299.05
401.715,299.95
401.756,311.55
401.793,309.5
401.834,311.8
401.875,319.8
401.912,324.65
401.953,317.85
401.994,322.5
402.031,332.4
402.072,321.55
402.113,324.45
402.149,443.65
402.19,317
402.231,317.45
402.268,318.75
402.309,328.05
402.35,341.45
402.387,341.3
402.428,327.65
402.469,313.5
402.506,313.8
402.547,313.65
402.588,316.5
402.624,330.4
402.665,325.55
402.706,330.7
402.743,339.2
402.784,346.4
402.825,338.35
402.862,340.5
402.903,348.35
402.944,341.7
402.981,344.9
403.022,350.6
403.063,351.9
403.104,349.9
403.14,345.65
403.181,453.4
403.222,333.15
403.259,344.4
403.3,353.2
403.341,363.25
403.378,368.9
403.419,376
403.46,371.9
403.497,340.35
403.538,336.2
403.579,337.4
403.616,339.55
403.657,336.4
403.697,333.65
403.734,335.1
403.775,342.55
403.816,338.6
403.853,340.3
403.894,350.3
403.935,345.25
403.972,347.7
404.013,363.45
404.054,353.45
404.091,342.85
404.132,487.25
404.173,335.4
404.209,337.3
404.25,336.85
404.291,344.3
404.328,355.8
404.369,364.45
404.41,353.6
404.451,332.1
404.488,329.6
404.529,339.05
404.57,342.5
404.607,340.75
404.648,337
404.689,338.4
404.726,343.95
404.766,341.3
404.807,340.55
404.844,337.65
404.885,346.1
404.926,353.8
404.963,343.1
405.004,338.75
405.045,491.25
405.082,333.5
405.123,334.5
405.164,347.8
405.201,351.4
405.242,365.25
405.283,382.9
405.319,362.4
405.36,331.35
405.401,330.5
405.438,340.25
405.479,331.45
405.52,329.3
405.557,330.55
405.598,331.55
405.639,329.7
405.676,333.2
405.717,337.65
405.758,347.3
405.799,349.1
405.835,339.2
405.876,450
405.917,318.7
405.954,332.1
405.995,341.25
406.036,346.15
406.073,358.2
406.114,376.15
406.155,369.15
406.192,327.55
406.233,322.05
406.274,322.7
406.311,328.7
406.351,322.05
406.392,325.45
406.43,329.7
406.47,331.25
406.511,335.65
406.548,357.55
406.589,335.05
406.63,339.85
406.667,425.05
406.708,333.55
406.749,336.15
406.786,334.4
406.827,347.45
406.867,362.4
406.904,370.2
406.945,338.9
406.986,324.3
407.023,324.8
407.064,327.75
407.105,336.7
407.146,340.35
407.183,339.2
407.224,343.2
407.265,335.4
407.302,331.35
407.343,471.9
407.384,320.85
407.42,322.35
407.461,323.35
407.502,335.45
407.539,345.1
407.58,354.9
407.621,341.8
407.658,311.1
407.699,311.05
407.74,318.3
407.777,317.4
407.818,319.3
407.859,317.6
407.896,322.25
407.936,323.05
407.977,315.75
408.014,377.65
408.055,320.3
408.096,315.1
408.133,323.45
408.174,331.85
408.215,348.3
408.252,363.35
408.293,355.45
408.334,325.65
408.371,328.15
408.412,331.05
408.453,332.3
408.494,330.45
408.53,334.15
408.571,338.05
408.612,338.9
408.649,334.6
408.69,330
408.731,437.3
408.768,313.85
408.809,326.25
408.85,330.65
408.887,323.5
408.928,342.45
408.969,319.95
409.005,316.3
409.046,342.45
409.087,442.6
409.124,500.35
409.165,559.55
409.206,597.7
409.243,565.75
409.284,524.95
409.325,451.6
409.362,303.4
409.403,205.1
409.444,156.4
409.481,123.7
409.522,120.4
409.562,287.8
409.599,182.95
409.64,205.2
409.681,239.8
409.718,250.05
409.759,273.75
409.8,296.6
409.837,279.2
409.878,265.65
409.919,286.5
409.96,294.1
409.997,310.15
410.038,323.05
410.079,377.55
410.115,383.25
410.156,390.7
410.197,397.8
410.234,414.95
410.275,420.85
410.316,443.5
410.353,458.6
410.394,472.8
410.435,496.7
410.472,531.6
410.513,625.85
410.554,508
410.591,520.55
410.632,517.3
410.672,516.1
410.709,511.55
410.75,484.25
410.791,450.3
410.828,407.15
410.869,395.7
410.91,384.05
410.947,361.95
410.988,351.9
411.029,329.75
411.066,325.95
411.107,306.45
411.147,295.35
411.184,290.8
411.225,282.1
411.266,278.45
411.307,270.7
411.344,287.25
411.385,290.95
411.426,275.5
411.463,318.4
411.504,287.3
411.545,251.05
411.582,274.5
411.623,310.7
411.664,325.25
411.7,338.95
411.741,347.65
411.782,319.35
411.819,331.1
411.86,354.85
411.901,411.8
411.938,453.65
411.979,473.75
412.02,482.2
412.057,419.8
412.098,306.85
412.139,207.25
412.176,49.1
412.216,1.35
412.253,1.75
412.294,4.2
412.335,16
412.376,161.25
412.413,109.65
412.454,142.4
412.495,177.95
412.532,230.15
412.573,276.35
412.614,335.15
412.651,359.4
412.692,362.55
412.733,387.35
412.769,425.8
412.81,461.25
412.851,477.1
412.888,495.4
412.929,506.55
412.97,522.45
413.007,504.85
413.048,501.8
413.089,521.05
413.126,531.7
413.167,485.3
413.208,492.65
413.249,561
413.285,472.95
413.326,469.5
413.367,461.1
413.404,459.05
413.445,449.15
413.486,450.1
413.523,403.4
413.564,367.85
413.605,351.35
413.642,349.15
413.683,345.95
413.724,337.75
413.761,315.45
413.801,309.15
413.842,300.05
413.879,299.2
413.92,277.65
413.961,252.75
413.998,366.55
414.039,233.35
414.08,243.1
414.117,264.1
414.158,279.9
414.199,304.85
414.236,328.9
414.277,354.2
414.318,303.3
414.354,307.7
414.395,332.9
414.436,330.25
414.473,315.5
414.514,316.1
414.555,313.05
414.596,320.05
414.633,336.55
414.674,354.35
414.715,338.3
414.752,393.7
414.793,406
414.834,384.25
414.87,390.65
414.911,402.65
414.952,419.45
414.989,428.25
415.03,413.3
415.071,377.8
415.108,354.95
415.149,346
415.19,341.25
415.227,342.7
415.268,339.35
415.309,336.55
415.346,336.65
415.386,338.8
415.427,332.65
415.464,329.8
415.505,329.9
415.546,446.2
415.583,314.8
415.624,315.65
415.665,342.95
415.702,343.9
415.743,346.35
415.784,364.5
415.821,357.95
415.862,325.9
415.903,320.45
415.943,331.7
415.98,326.85
416.021,323.45
416.062,327.1
416.099,336.25
416.14,340.7
416.181,343.7
416.218,359.95
416.259,353.6
416.3,345.7
416.337,501.6
416.378,337.2
416.419,341.2
416.455,337.75
416.496,347.95
416.537,363.85
416.574,370.2
416.615,365.95
416.656,332.2
416.693,336.1
416.734,330.4
416.775,329.3
416.812,335.2
416.853,341.9
416.894,346.85
416.931,360.05
416.972,367.6
417.012,381.85
417.049,370.85
417.09,355.75
417.131,479.3
417.168,324.35
417.209,327.95
417.25,333
417.291,340.1
417.328,351.55
417.369,364.65
417.41,358.2
417.447,333.4
417.488,329.15
417.529,329.3
417.565,316.3
417.606,314.75
417.647,320.95
417.684,316.5
417.725,328.35
417.766,319.9
417.803,343.15
417.844,338.3
417.885,335.3
417.922,355.55
417.963,370
418.004,390.75
418.041,401.75
418.081,395.1
418.122,358.15
418.159,341.45
418.2,336.65
418.241,331.5
418.278,311.15
418.319,316.35
418.36,310.1
418.397,293.85
418.438,268.1
418.479,305.45
418.516,326.25
418.557,309.35
418.598,370.4
418.638,440.2
418.675,498.6
418.716,543.9
418.757,519.7
418.794,517.2
418.835,519.45
418.876,607.65
418.913,669.8
418.954,670.35
418.995,671.8
419.032,668.4
419.073,611.9
419.114,495.6
419.15,462.05
419.191,455.4
419.232,423
419.269,458.3
419.31,472.1
419.351,474.7
419.388,469.4
419.429,445.75
419.47,386.2
419.507,343.15
419.548,305.45
419.589,277.9
419.626,255.7
419.667,265.75
419.707,291.85
419.744,321.8
427.424,330.75
427.465,336.85
427.501,337.6
427.542,321.25
427.583,303.55
427.624,281.8
427.661,441.25
427.702,298.65
427.743,300.7
427.78,315.85
427.821,337.35
427.862,353.25
427.899,365.4
427.94,351.5
427.981,338.25
428.017,341.7
428.059,363.05
428.099,356.3
428.136,371.15
428.177,390.65
428.218,378.35
428.255,380.55
428.296,393.65
428.337,442
428.374,447.4
428.415,548.75
428.456,441.35
428.493,443.1
428.534,433
428.575,430.75
428.611,458.65
428.652,467.95
428.693,406.75
428.73,337.65
428.771,310.6
428.812,288.45
428.849,262.45
428.89,221.85
428.931,151.05
428.972,141
429.009,166.6
429.05,205.8
429.091,245.35
429.127,242.95
429.168,223.4
429.209,204.75
429.246,124.45
429.287,128.45
429.328,153.45
429.365,180.7
429.406,209.2
429.447,240.9
429.484,241.4
429.525,249.7
429.566,273.4
429.603,287.5
429.643,300
429.684,321.05
429.721,356.55
429.762,393.35
429.803,394.35
429.84,419.25
429.881,564.95
429.922,440.85
429.959,441.75
430,448.25
430.041,457.45
430.078,458.35
430.119,459.2
430.16,425.95
430.196,392.9
430.237,377.75
430.278,367.55
430.315,360.65
430.356,344
430.397,337.1
430.434,346.45
430.475,352.05
430.516,334.2
430.557,343.75
430.594,454.3
430.635,332.85
430.676,333.3
430.712,339.6
430.753,349.75
430.794,362.9
430.831,369.1
430.872,344.75
430.913,322.75
430.95,320.1
430.991,328.65
431.032,323.4
431.069,307.75
431.11,285.5
431.151,240.8
431.188,222.65
431.229,186.8
431.27,239.2
431.306,237.2
431.347,219.2
431.388,286.8
431.425,129.4
431.466,76.3
431.503,69.2
431.544,80.5
431.585,106.6
431.626,139.35
431.663,150.5
431.704,115
431.745,116.55
431.781,171.75
431.822,254.5
431.863,300.3
431.9,332.45
431.941,368.45
431.982,376.7
432.019,517.45
432.06,655.9
432.101,559.75
432.138,676.2
432.179,683.1
432.22,681.75
432.261,681.9
432.297,682.75
432.338,682.9
432.379,673.75
432.416,675.25
432.457,674.75
432.498,674.5
432.535,674.25
432.576,673.8
432.617,660.35
432.654,585.35
432.695,527
432.736,474.25
432.773,581.75
432.814,395.1
432.855,348.55
432.891,310
432.932,280.4
432.973,305.4
433.01,340.9
433.051,286.1
433.092,238.55
433.129,201.95
433.17,163.55
433.211,135.95
433.248,113.65
433.289,130.85
433.33,172.3
433.366,250.1
433.407,325.85
433.448,378.3
433.485,427.65
433.526,517.35
433.567,418.7
433.608,401.3
433.645,379.6
433.686,351.1
433.727,339.55
433.764,326.5
433.805,301.2
433.846,258.3
433.883,256.3
433.923,290.1
433.964,336.55
434.001,306.1
434.042,254.1
434.083,224.4
434.12,218.55
