Program Time [s],data 0
434.161,222.55
434.202,225.9
434.239,246.85
434.28,265.05
434.321,278.5
434.358,389.6
434.399,244.05
434.44,253
434.476,264
434.517,287.15
434.558,340.3
434.595,366.2
434.636,373.95
434.677,358.35
434.714,355.35
434.755,350.35
434.796,344.95
434.833,344.2
434.874,350.2
434.915,348.1
434.951,346.1
434.992,352.55
435.033,358.45
435.07,343.9
435.111,340.7
435.152,459.5
435.193,343.05
435.23,345.75
435.271,368.05
435.312,376.5
435.349,391.45
435.39,396.05
435.431,384.35
435.467,357.05
435.508,356.2
435.549,358.75
435.586,360.3
435.627,354.55
435.668,357.2
435.705,363.95
435.746,360.15
435.787,346.3
435.824,365.3
435.865,377.9
435.906,332.65
435.943,333.65
435.984,340.25
436.025,342.6
436.061,361
436.102,367.95
436.143,339.2
436.18,322.8
436.221,323.2
436.262,331.95
436.299,327.35
436.34,325.2
436.381,329.15
436.418,332.3
436.459,328.9
436.5,318.3
436.541,337.8
436.577,471.15
436.618,325.65
436.659,335
436.696,348.05
436.737,354.55
436.778,384.2
436.815,406.45
436.856,389.95
436.897,365.5
436.934,370.55
436.975,374.4
437.016,371.75
437.053,372.3
437.093,384.75
437.134,396.5
437.171,409.7
437.212,419.45
437.253,412.65
437.29,401.5
437.331,493
437.372,389.8
437.409,388.65
437.45,388
437.491,384.65
437.528,374
437.569,370.4
437.61,350.65
437.646,317.5
437.687,302.75
437.728,301.45
437.765,303.8
437.806,293.15
437.847,286.05
437.888,285.95
437.925,289.35
437.966,293.85
438.007,298.1
438.044,306.7
438.085,395.9
438.126,304.15
438.163,320.35
438.203,330.25
438.244,342.1
438.281,359
438.322,383.85
438.363,386.85
438.4,362.35
438.441,365.35
438.482,375.75
438.519,374.4
438.56,373.85
438.601,377.3
438.638,377.45
438.678,379.25
438.719,382.75
438.756,377.5
438.797,367.9
438.838,505.6
438.875,358.25
438.916,371.3
438.957,372.3
438.994,374.5
439.035,386.8
439.076,392.6
439.113,380.7
439.154,353.35
439.195,348.7
439.236,347
439.272,343.7
439.313,346.05
439.354,339.15
439.391,338.05
439.432,347.05
439.473,332.4
439.51,346.9
439.551,364.85
439.592,334.15
439.629,334.5
439.67,341.35
439.711,351.5
439.748,371.45
439.788,365.6
439.829,335.75
439.866,324.85
439.907,323.25
439.948,325.05
439.985,325.75
440.026,328.55
440.067,321.5
440.104,324.95
440.145,319.25
440.186,391.25
440.223,314.8
440.264,320.2
440.304,328.75
440.341,332.25
440.382,347.45
440.423,362.55
440.46,356.35
440.501,327.3
440.542,327.85
440.583,333.15
440.62,332.1
440.661,332.3
440.702,338.85
440.739,335.75
440.78,326.8
440.82,365.9
440.857,344.25
440.898,321.3
440.939,329.2
440.976,341.75
441.017,350.35
441.058,364.45
441.095,364.95
441.136,339.5
441.177,330.25
441.214,332.75
441.255,342.35
441.296,339.35
441.333,333.8
441.373,341.75
441.414,339.75
441.451,331.5
441.492,424.2
441.533,323.9
441.57,330.5
441.611,332
441.652,345.15
441.689,361.2
441.73,367.35
441.771,360.6
441.808,336.6
441.849,336.05
441.889,334.5
441.93,338.95
441.967,337.4
442.008,332.85
442.049,333.3
442.086,339.2
442.127,340.05
442.168,340.2
442.205,349
442.246,354.55
442.287,340.8
442.324,416.7
442.365,341.7
442.406,338.95
442.442,342.65
442.483,351.7
442.524,364.15
442.561,372
442.602,369.85
442.643,342.75
442.68,335.4
442.721,336.1
442.762,338.75
442.799,343.05
442.84,339.45
442.881,338.4
442.918,346.25
442.959,350.55
442.999,346.6
443.036,352.3
443.077,360
443.118,365.95
443.155,347.85
443.196,355.15
443.237,446.8
443.274,342.1
443.315,343.15
443.356,354
443.397,359.5
443.434,368.7
443.475,377.2
443.515,362.35
443.552,334.25
443.593,337.95
443.634,343.65
443.671,342.7
443.712,339.25
443.753,340.3
443.79,346
443.831,347.05
443.872,344.75
443.909,336.75
443.95,396.45
443.991,331.85
444.027,333.95
444.068,346.1
444.109,350.5
444.146,357.45
444.187,378.45
444.228,378.65
444.265,341.55
444.306,332.65
444.347,342.8
444.384,340.7
444.425,337.55
444.466,339.05
444.503,339
444.544,337.5
444.584,344
444.621,335.75
444.662,373.5
444.703,349.35
444.744,330.95
444.781,337.95
444.822,341.15
444.863,354.5
444.9,373.35
444.941,367.8
444.982,337.35
445.019,327.8
445.06,336.15
445.1,334
445.137,330.05
445.178,330.4
445.219,328.4
445.256,327.4
445.297,334.05
445.338,346.15
445.375,327.9
445.416,341
445.457,393.45
445.494,328.15
445.535,331.05
445.576,341.75
445.612,352
445.653,360.2
445.694,363.6
445.731,345.75
445.772,331.3
445.813,329.35
445.85,332.6
445.891,338.6
445.932,332.2
445.969,332.95
446.01,335.7
446.051,335.8
446.092,335.4
446.129,341.15
446.169,345.45
446.21,346.35
446.247,340
446.288,336.2
446.329,464.4
446.366,321.55
446.407,326.55
446.448,334.85
446.485,337.8
446.526,350
446.567,367.6
446.604,363.45
446.645,332.65
446.685,331.8
446.722,339.7
446.763,343.9
446.804,341.85
446.841,346.9
446.882,352.65
446.923,349.3
446.96,350
447.001,354.55
447.042,352.55
447.079,352.95
447.12,354.3
447.161,350.8
447.198,461.45
447.238,332.95
447.279,350.4
447.316,359.6
447.357,360.35
447.398,376.75
447.439,393.8
447.476,383.4
447.517,349.55
447.558,344.85
447.595,346.1
447.636,344.65
447.677,342.75
447.714,343.5
447.755,337.6
447.795,336.95
447.832,340.05
447.873,344.85
447.914,349.3
447.951,336.5
447.992,348.8
448.033,428.7
448.07,336.1
448.111,343.2
448.152,346.55
448.189,350.75
448.23,363.85
448.271,373.7
448.307,346.8
448.348,326.2
448.389,331.5
448.426,332.7
448.467,329.65
448.508,330.85
448.545,334.8
448.586,331.25
448.627,334.4
448.664,341.95
448.705,341.7
448.746,338.3
448.787,477.9
448.823,340.15
448.864,340.85
448.905,341.25
448.942,352.2
448.983,368.05
449.024,371.45
449.061,354.8
449.102,334.25
449.143,335.6
449.18,333.7
449.221,337.65
449.262,341.75
449.299,336.5
449.34,339.55
449.38,345.4
449.417,350.85
449.458,352.35
449.499,341.7
449.536,386.75
449.577,354.45
449.618,335.65
449.655,341.05
449.696,347.85
449.737,352.95
449.774,368.3
449.815,372.1
449.856,341.5
449.892,331.25
449.933,336.9
449.974,345.25
450.011,342.7
450.052,337.8
450.093,343.3
450.134,343.2
450.171,343.05
450.212,353
450.253,362.45
450.29,345.5
450.331,347.05
450.372,473.5
450.408,346.35
450.449,344.4
450.49,355.65
450.527,364.5
450.568,370.2
450.609,383.45
450.646,369.65
450.687,341.25
450.728,342.05
450.765,345.6
450.806,343.2
450.847,340.45
450.884,339.35
450.925,340.7
450.965,337.8
451.002,340.85
451.043,353.15
451.084,338.85
451.121,345.2
451.162,398.95
451.203,333.15
451.24,340.4
451.281,345
451.322,353.55
451.359,370.1
451.4,370.05
451.441,346.05
451.482,333.35
451.518,334.4
451.559,331.8
451.6,333.6
451.637,334.8
451.678,331.05
451.719,330.55
451.756,338.9
451.797,349.35
451.838,330.45
451.875,339.25
451.916,440.8
451.957,337.15
451.993,334.55
452.035,345.6
452.075,355.45
452.112,365.8
452.153,370.05
452.194,351.85
452.231,330.45
452.272,330.2
452.313,332.4
452.35,335.3
452.391,333.25
452.432,331.95
452.469,336.15
452.51,345.8
452.551,345.15
452.587,338.25
452.628,419
452.669,331.2
452.706,332.95
452.747,339.75
452.788,349.05
452.829,357.95
452.866,362.15
452.907,363.7
452.948,338.35
452.985,329.5
453.026,337.35
453.067,339.9
453.103,333.45
453.144,331.55
453.185,340
453.222,343.1
453.263,352.8
453.304,338.7
453.341,346.2
453.382,442.55
453.423,335.1
453.46,339.4
453.501,340.1
453.542,349.45
453.579,361.95
453.619,366.6
453.66,348.3
453.697,327.75
453.738,334.9
453.779,337.3
453.816,336.45
453.857,333.95
453.898,339.75
453.935,343.1
453.976,335.45
454.017,335
454.054,469.25
454.095,318.6
454.136,329.65
454.176,335.7
454.213,344.3
454.254,350.85
454.295,363.45
454.332,355.75
454.373,327.95
454.414,331.95
454.451,342.65
454.492,336.95
454.533,335.75
454.57,341.45
454.611,349.25
454.652,334.95
454.688,336.1
454.729,499.65
454.77,324.4
454.807,330.2
454.848,340.7
454.889,348.35
454.926,358.55
454.967,364.1
455.008,360.9
455.045,341.15
455.086,341.45
455.127,348.05
455.164,344.05
455.204,342.6
455.245,344.05
455.282,356.25
455.323,342.1
455.364,388.4
455.401,341.75
455.442,337.2
455.483,334.8
455.524,345.5
455.561,356.65
455.602,362.45
455.643,357.35
455.68,338.3
455.721,338.35
455.761,335.7
455.798,336
455.839,339.3
455.88,340.55
455.917,344.5
455.958,332.8
455.999,379.55
456.036,343.3
456.077,325.4
456.118,335.45
456.155,343.6
456.196,347.35
456.237,357.2
456.273,359.2
456.315,333.75
456.355,329.3
456.392,336.55
456.433,340.15
456.474,337.65
456.511,339.95
456.552,333.05
456.593,333.5
456.63,482.45
456.671,323.3
456.712,332.6
456.749,334.7
456.789,344.8
456.831,360.85
456.871,365.35
456.908,348.8
456.949,330.1
456.99,337.45
457.027,336.7
457.068,338.45
457.109,345.55
457.146,350.05
457.187,334.65
457.228,343.35
457.265,416.9
457.306,334.8
457.347,336.9
457.383,346.7
457.424,357.05
457.465,364.65
457.502,365.45
457.543,345.35
457.584,329.8
457.621,334.25
457.662,344.8
457.703,344
457.74,342.05
457.781,346.2
457.822,341.6
457.859,341.15
457.899,481.7
457.94,338.75
457.977,337.3
458.018,336.8
458.059,347.8
458.096,362.3
458.137,364.3
458.178,347.25
458.215,333.4
458.256,337.55
458.297,340.9
458.338,339.8
458.375,341.9
458.415,343.2
458.456,349.55
458.493,337.9
458.534,346.05
458.575,445.1
458.612,329.7
458.653,335.4
458.694,341.8
458.731,349.25
458.772,359.95
458.813,367.05
458.85,339.35
458.891,327.05
458.932,337.35
458.968,337.15
459.009,337
459.05,336.15
459.087,340.95
459.128,338.15
459.169,343.6
459.206,351.2
459.247,338.1
459.288,367.15
459.325,363
459.366,336
459.407,337.5
459.444,341.95
459.484,354.8
459.525,365.6
459.562,366.75
459.603,345.3
459.644,340
459.685,337.95
459.722,338.25
459.763,340.6
459.804,340.6
459.841,332.4
459.882,340.75
459.923,338.1
459.96,337.15
460.001,350.55
460.042,338.8
460.078,337.15
460.119,457.35
460.16,333.2
460.197,338.7
460.238,343
460.279,352
460.316,361
460.357,364
460.398,348.85
460.435,331.1
460.476,337.95
460.517,333.05
460.553,332.2
460.594,335.55
460.635,331.7
460.672,329.65
460.713,330.15
460.754,338.7
460.791,338.95
460.832,344.65
460.873,344.55
460.91,339.75
460.951,465.95
460.992,325.9
461.033,329.35
461.069,331.8
461.11,338.6
461.151,358.6
461.188,365.75
461.229,355.35
461.27,331.6
461.307,335.3
461.348,335.2
461.389,335.65
461.426,336.9
461.467,341.45
461.508,340.05
461.545,341.4
461.585,351
461.626,358.5
461.663,365.95
461.704,361.25
461.745,430.75
461.782,349.65
461.823,361.35
461.864,378.5
461.901,382.1
461.942,385.8
461.983,395.55
462.02,388.95
462.061,355.55
462.102,348.1
462.138,359.3
462.179,355.55
462.22,354.35
462.257,352.8
462.298,349
462.339,346.25
462.38,349.25
462.417,356.95
462.458,344.15
462.499,404.1
462.536,334.95
462.577,334.55
462.618,336
462.655,343.45
462.696,356.95
462.736,365.65
462.773,358.95
462.814,339.75
462.855,329.4
462.892,332.85
462.933,332.05
462.974,334.5
463.011,330.1
463.052,328.1
463.093,330.3
463.13,334.7
463.171,336.05
463.211,328.5
463.248,332.6
463.289,467.45
463.33,328.5
463.367,331.5
463.408,343.7
463.449,351
463.486,365.3
463.527,374.5
463.568,355.55
463.605,331
463.646,335.4
463.687,338
463.723,335.3
463.764,331.95
463.805,335.6
463.846,333.05
463.883,338.65
463.924,339.65
463.965,335.15
464.002,431.35
464.043,315.1
464.084,349.85
464.121,363.25
464.162,376.15
464.203,389.05
464.24,408.55
464.28,393.7
464.321,363.85
464.358,360.95
464.399,355.75
464.44,354.6
464.477,351.85
464.518,348.6
464.559,346.4
464.596,353.8
464.637,344.1
464.678,358.6
464.715,382.05
464.756,339.7
464.797,341.05
464.833,342.4
464.874,351.3
464.915,367.25
464.952,361.3
464.993,330.5
465.034,321.45
465.071,325.4
465.112,325.85
465.153,322.15
465.194,322.85
465.231,324
465.272,322.9
465.313,319.15
465.349,325.6
465.39,422
465.431,314
465.468,326.3
465.509,335
465.55,339.1
465.587,352.85
465.628,368.9
465.669,352.25
465.706,329.6
465.747,331.95
465.788,334.15
465.825,331.9
465.865,333.05
465.906,336.55
465.943,334.65
465.984,335.7
466.025,344.15
466.062,348.95
466.103,353.85
466.144,340
466.181,353.9
466.222,423.8
466.263,338.85
466.3,341.55
466.341,349.65
466.382,355.75
466.418,365.5
466.459,374.35
466.5,353
466.541,334.85
466.578,336.3
466.619,343.15
466.66,338.1
466.697,338.55
466.738,340.05
466.779,342.4
466.816,338.6
466.857,341.25
466.898,347.2
466.934,340.2
466.975,343.5
467.016,355.55
467.053,339.75
467.094,360.75
467.135,375.15
467.172,335.55
467.213,336.4
467.254,345.7
467.291,357.05
467.332,369.35
467.373,367.15
467.41,346.25
467.451,335.8
467.491,336.15
467.528,334.2
467.569,333.85
467.61,333.65
467.647,332.8
467.688,331.75
467.729,333.2
467.766,338.6
467.807,334.9
467.848,341.3
467.889,355.4
467.926,341.5
467.967,343.3
468.008,492.3
468.044,346.3
468.085,342.25
468.126,349.7
468.163,361.7
468.204,365.5
468.245,372.65
468.282,361.6
468.323,333.95
468.364,326.9
468.401,334.3
468.442,336.7
468.483,331.75
468.52,329.55
468.56,340.4
468.601,343.9
468.638,331.45
468.679,354.5
468.72,365.55
468.757,329.1
468.798,334.55
468.839,341.75
468.876,350.05
468.917,357.05
468.958,360.2
468.995,337.25
469.036,324.15
469.076,327.25
469.113,332.95
469.154,340.55
469.195,338.9
469.236,336.45
469.273,345.3
469.314,344.05
469.355,333.75
469.392,379.45
469.433,345.7
469.474,330.9
469.511,336.5
469.552,347.7
469.593,354.6
469.629,362.85
469.67,364.65
469.711,337.1
469.748,329.9
469.789,336.95
469.83,344.1
469.867,340.1
469.908,339.15
469.949,343.3
469.986,345.4
470.027,348.05
470.068,345.6
470.105,343.2
470.145,428.95
470.186,326.7
470.223,334.75
470.264,342.75
470.305,345.4
470.342,356.95
470.383,369.95
470.424,363.1
470.461,336.5
470.502,334.15
470.543,341.05
470.58,339.7
470.621,337.55
470.661,341.65
470.702,342.55
470.739,338.8
470.78,342.25
470.821,356.05
470.858,332.1
470.899,336.95
470.94,411.2
470.977,331
471.018,335.8
471.059,340.6
471.096,364.95
471.137,371.5
471.178,372.35
471.214,353.4
471.255,341
471.296,342.85
471.333,352.35
471.374,369.45
471.415,391.4
471.452,400.45
471.493,409.15
471.534,430.35
471.571,405.25
471.612,395.85
471.653,500.95
471.69,379.3
471.73,370.25
471.771,375.85
471.808,384.05
471.849,399.6
471.89,403.8
471.931,383.3
471.968,364.95
472.009,359.55
472.05,349.85
472.087,347.15
472.128,337.25
472.169,325.55
472.206,329.05
472.246,323.5
472.288,297.4
472.324,351.85
472.365,288
472.406,286.5
472.443,288.5
472.484,297.2
472.525,311.8
472.562,323.65
472.603,329.35
472.644,309.75
472.681,303.5
472.722,310.45
472.763,312.4
472.799,320.7
472.84,319.45
472.881,320.95
472.918,335.35
472.959,341.95
473,324.95
473.037,348.55
473.078,384.65
473.119,327.7
473.156,330.65
473.197,329.8
473.238,321.65
473.275,302.5
473.315,280.05
473.356,245.6
473.397,239
473.434,252.3
473.475,270.35
473.516,288.9
473.553,294.3
473.594,300.7
473.635,325.55
473.672,332.9
473.713,334.2
473.754,347
473.791,355.25
473.831,365.95
473.872,377.5
473.909,364.65
473.95,413.25
473.991,366.15
474.028,352.25
474.069,357.65
474.11,361.9
474.147,370.95
474.188,385.95
474.229,391.25
474.266,362.8
474.307,348.35
474.348,355.15
474.384,353.4
474.425,346.9
474.466,349.5
474.503,346.2
474.544,339.3
474.585,342.8
474.622,354.6
474.663,333.9
474.704,346.1
474.745,396.4
474.782,333.45
474.823,333.7
474.864,344.35
474.901,356.6
474.941,373.55
474.982,374.95
475.019,350.25
475.06,335.85
475.101,334.3
475.138,340
475.179,346.65
475.22,344.65
475.257,347.2
475.298,347.3
475.339,339.85
475.376,391.45
475.417,346.7
475.458,340.85
475.494,344.3
475.535,348.75
475.576,365
475.613,381.5
475.654,373
475.695,344.65
475.732,341.6
475.773,344.55
475.814,343.75
475.851,348.05
475.892,350.4
475.933,353.7
475.969,339.15
476.01,350.9
476.051,430.8
476.088,338.9
476.129,346.05
476.17,356.65
476.211,366.55
476.248,381.75
476.289,386.1
476.33,359.95
476.367,345.6
476.408,345.95
476.449,352.8
476.486,345.7
476.526,340.75
476.567,347.1
476.604,358.55
476.645,335.75
476.686,335.85
476.723,495.65
476.764,333.6
476.805,332.5
476.842,342.45
476.883,355.55
476.924,365.95
476.961,373.85
477.002,361.2
477.043,336.4
477.079,335.75
477.12,339.35
477.161,338.15
477.198,331.05
477.239,332.45
477.28,342.05
477.317,347.8
477.358,328.25
477.399,332.65
477.436,450.1
477.477,327.3
477.518,329.55
477.559,342.3
477.595,349.95
477.636,359.15
477.677,368.85
477.714,349.45
477.755,326.9
477.796,329.25
477.833,333.55
477.874,332.25
477.915,330.55
477.952,336.55
477.993,349.1
478.034,327.35
478.071,329.9
478.111,454.05
478.152,334.1
478.189,335.55
478.23,343.75
478.271,357.05
478.308,369.7
478.349,372.6
478.39,351.5
478.427,331.2
478.468,326.45
478.509,332.55
478.546,336.45
478.587,336.8
478.628,344.95
478.664,330.9
478.705,328.55
478.746,499.35
478.783,329.15
478.824,331.25
478.865,332.05
478.906,341.9
478.943,357.95
478.984,365
479.025,346.9
479.062,332.05
479.103,334.4
479.144,332.15
479.18,335
479.221,341.35
479.262,345.65
479.299,330.95
479.34,330.3
479.381,434.3
479.418,318.4
479.459,327.2
479.5,338
479.537,342.65
479.578,352.85
479.619,365.2
479.656,359.75
479.697,333.25
479.737,325.25
479.774,336.3
479.815,333.15
479.856,332.45
479.893,342.1
479.934,353.15
479.975,328.6
480.012,324.85
480.053,492.45
480.094,320.2
480.131,322.15
480.172,329.3
480.213,336.3
480.253,340.45
480.29,345.15
480.331,333.05
480.372,306.2
480.409,295.8
480.45,293.4
480.491,295.4
480.528,289.4
480.569,289.35
480.61,303.3
480.647,304.85
480.688,298.2
480.729,337.65
480.766,337.75
480.806,306.7
480.847,316.1
480.884,329.2
480.925,345.5
480.966,357.45
481.003,358.8
481.044,338.9
481.085,332.4
481.122,339.3
481.163,344.1
481.204,348.25
481.241,347.4
481.282,350.4
481.323,364.5
481.359,357.05
481.4,349.65
481.441,461.05
481.478,340.6
481.519,353.65
481.56,355.8
481.601,368.75
481.638,375.85
481.679,378.7
481.72,372.65
481.757,350
481.798,343.9
481.839,346.9
481.875,349.85
481.916,352.8
481.957,355.85
481.994,349.8
482.035,354.45
482.076,465.35
482.113,331.65
482.154,351.85
482.195,357.8
482.232,362.8
482.273,373.5
482.314,386.35
482.351,371.65
482.391,346.1
482.432,346
482.469,353.15
482.51,350.4
482.551,350
482.588,360.55
482.629,344.4
482.67,343.6
482.707,483.55
482.748,330.4
482.789,337.65
482.826,341.6
482.867,354.05
482.908,360.95
482.948,362.35
482.985,354.65
483.026,335.05
483.067,332
483.104,335.75
483.145,339.65
483.186,335.3
483.223,336.6
483.264,348.65
483.305,342.95
483.342,336.9
483.383,417.6
483.424,335.7
483.46,336.15
483.501,342
483.542,352.25
483.579,357.8
483.62,364.6
483.661,359.7
483.698,338.95
483.739,333
483.78,335.55
483.817,338.1
483.858,338.4
483.899,336.85
483.936,342.9
483.977,354.5
484.017,336.65
484.054,335.45
484.095,502.05
484.136,332.8
484.173,333.85
484.214,335.6
484.255,345.15
484.296,358.65
484.333,358.35
484.374,345.3
484.415,331.45
484.452,330.25
484.493,334.15
484.533,339.45
484.57,342.55
484.611,337.35
484.652,338.35
484.689,349.5
484.73,338.9
484.771,333.65
484.808,465
484.849,317.75
484.89,325.9
484.927,332.7
484.968,342.75
485.009,353.8
485.046,358.4
485.086,348.6
485.127,327.35
485.164,326.35
485.205,329.55
485.246,330.4
485.283,332.65
485.324,332.95
485.365,337.1
485.402,327.4
485.443,336.5
485.484,413.55
485.521,322.95
485.562,329.05
485.602,335.45
485.643,342.7
485.68,355.5
485.721,359.8
485.762,331.65
485.799,322.5
485.84,335.75
485.881,338.5
485.918,336.4
485.959,339.3
486,347.7
486.037,337.15
486.078,335.15
486.118,467.35
486.155,323.1
486.196,330.05
486.237,335.4
486.274,346.9
486.315,356.15
486.356,359.7
486.393,351.3
486.434,337.2
486.475,336.05
486.512,340.45
486.553,343.1
